variance,skewness,curtosis,entropy,class
-0.3749,9.7057,-5.9307,4.0263,1
-2.1289,2.1873,-3.5357,-5.4271,1
5.4207,-5.2375,-6.8284,2.744,0
-5.0632,-6.8828,-6.8008,-7.5864,1
-2.7214,1.0325,-6.2912,-9.2282,1
-3.0394,-6.4413,-2.2312,-7.6928,1
5.3143,-2.7278,3.8747,-6.4788,0
3.8335,-8.1777,-1.4118,-5.184,0
-4.2489,-4.6638,9.0237,-7.505,0
-9.4341,8.3854,-6.5383,6.6215,0
-8.6939,-0.1835,9.1046,3.1023,1
-6.463,-1.5068,-7.5955,-8.6845,1
-1.6824,-1.1547,4.1829,-4.9964,1
8.2196,5.6388,1.576,3.2791,1
-6.179,-2.6342,-8.1324,-9.1357,1
2.981,5.6276,9.5605,2.0523,1
-0.3395,-7.1925,7.4023,3.378,0
-2.0566,-5.5251,-0.4372,5.4261,0
-7.1917,-7.2619,3.3808,7.1961,1
1.9729,-8.7809,-9.8871,-7.273,0
-6.6804,-2.8608,-7.1775,-5.2191,0
-8.4752,0.1239,-8.4127,7.7067,0
9.5203,-4.8747,-9.7619,2.7669,1
-4.6695,-1.4795,-9.8006,-8.6077,0
4.6186,4.6344,9.6144,6.1678,0
4.6408,5.7171,3.2102,7.6738,0
-5.0396,3.8535,2.9907,3.3017,1
1.6716,-1.3542,-5.9752,-0.616,0
-3.7599,-0.3467,7.1795,2.9858,0
4.6515,-5.6992,9.7117,-7.2343,0
-8.4221,-9.6879,-6.8848,9.9059,0
0.5266,-4.3387,-4.6297,4.8801,0
-4.6437,1.2939,6.795,-4.9855,1
6.1428,2.8978,4.2564,3.128,0
-9.9477,3.5296,-2.6663,4.132,1
-7.4843,0.5292,-4.0191,-7.6528,0
-6.5124,-3.8758,6.2713,-1.2669,1
-4.1319,-1.5503,3.0503,-7.2868,0
6.543,-4.6685,-3.2298,6.1539,1
-0.6378,0.1419,4.2591,9.3459,0
-6.2535,8.2105,7.9501,-4.3803,1
6.0597,3.0533,-3.5681,-2.2132,1
9.3405,-2.5389,-6.3136,-1.3227,0
-8.6191,5.08,-0.821,3.5684,1
1.4566,3.7537,8.5156,-7.7261,0
-9.7005,5.6965,7.1083,-2.1091,0
3.9802,8.6428,-2.5874,6.1534,0
-2.6093,-9.7474,4.0368,3.367,0
-6.4688,-6.0316,-0.8276,8.5441,1
9.4345,-3.8002,-8.1111,-6.3987,0
-6.6241,-6.583,-2.6365,8.1749,1
-4.0977,5.0353,-5.7925,-8.1149,0
-7.4837,0.8661,9.8827,-1.1434,0
-3.6603,-7.5319,-7.648,7.214,1
0.501,-8.231,2.6585,7.2654,0
-0.306,5.5657,-5.6699,-8.2187,0
3.5308,-0.6806,-9.4292,-4.1611,1
1.1882,-4.4332,5.7697,8.5082,1
-2.745,2.6011,-5.5404,-4.0999,1
-0.8962,6.7686,5.7821,3.0011,0
5.6252,4.322,-7.7009,1.1085,1
7.7401,-4.2025,-1.9124,5.0085,1
-4.0712,-1.0291,8.6456,2.1977,0
-5.0498,-2.1487,9.2922,2.8633,1
-5.085,5.3854,5.5894,-5.7035,1
-5.4245,9.5459,8.8608,-8.8263,1
3.0586,9.4358,-4.5681,7.1701,1
1.9223,9.308,-1.7172,-8.3156,0
-4.4718,7.5219,-6.6005,3.068,1
9.1228,8.3869,7.8879,-4.7903,1
2.3992,6.5474,-9.4917,-9.6473,1
-0.6023,-8.7674,-7.1051,-2.8619,0
-6.5024,-7.1235,-3.2764,8.0907,0
-9.4734,-8.3721,-3.9757,1.7797,1
1.0868,9.6563,-7.2785,-7.1467,1
-4.8789,-8.3204,-2.5802,-1.4418,1
8.8297,-7.3773,-7.5711,1.1299,0
1.984,-6.3196,-5.7033,8.1009,1
-7.7146,2.6692,0.404,5.8159,0
-2.7928,3.1651,4.4668,-1.0985,0
2.8129,0.7146,-5.0364,-6.3868,1
-9.6769,6.4632,-6.7885,-6.4803,0
-5.2117,1.6792,6.0712,7.5804,0
7.4473,2.1651,0.0966,-2.54,1
-7.6664,8.1604,0.6029,-1.6893,1
-4.1468,-5.0668,-2.1994,-0.1781,1
0.7536,-2.6319,9.8176,5.4659,1
-7.7249,2.6252,0.4788,-5.3609,1
-2.7807,-6.3094,0.9346,-9.7402,0
3.5533,9.0941,7.4798,2.1685,0
-9.9858,-2.288,5.0099,-0.9725,0
0.5834,-7.9845,-4.2404,8.3401,0
-2.6116,-8.0172,4.3709,0.7824,0
-9.5546,-4.6129,-7.6705,1.1851,1
-0.6109,-1.4374,2.6466,9.9751,0
1.0928,0.59,-7.1188,-1.8246,1
0.2567,-6.2074,-6.5466,-9.616,0
-8.4631,-9.4507,6.9419,3.2488,1
-2.9683,-9.0616,1.0793,0.5573,0
-6.3384,-0.4667,-0.7138,0.3972,1
0.2438,-0.2596,4.2242,-3.2656,1
7.979,-7.1371,7.1618,1.8962,0
2.1099,6.2565,-0.136,0.4959,0
3.9887,-6.165,8.0228,3.5401,1
0.7987,-6.7379,3.2853,-7.2683,0
-3.1772,-1.9727,-5.983,1.4312,1
-1.3819,3.7107,-9.9565,5.6143,0
5.7819,1.0914,4.997,-7.513,0
-6.6089,3.1996,1.8798,-5.8161,0
0.8323,1.252,-1.2878,-0.6047,1
4.3379,-3.3412,-3.676,-8.7323,1
1.681,-5.6105,-4.7772,6.4409,1
4.3996,1.4411,3.4678,6.2033,1
7.094,8.2551,6.8578,-5.2914,1
3.5132,8.385,9.0224,5.8077,1
-7.1308,1.1423,7.9191,0.3662,1
-5.0067,0.1452,-4.1848,-9.9252,1
-2.3362,-1.1277,7.0774,-7.9587,0
-4.9289,-5.2297,-4.3701,9.4742,1
-6.7859,-7.1735,-2.1688,7.1003,1
5.1033,-2.5382,7.3942,0.1993,1
9.8454,-3.1401,-8.0435,1.1328,1
0.3419,8.8769,-7.0168,4.4832,1
-4.4796,-4.2813,-9.5155,-4.0772,1
-7.3862,-7.8587,-8.976,-5.3073,0
2.7473,5.8834,-9.0807,9.3367,0
8.127,6.2811,3.3195,-3.1674,0
-8.9246,7.7666,4.7018,2.9061,0
9.0004,0.8411,8.5055,-8.9175,0
7.9486,-0.5726,-7.5269,9.3017,0
0.0918,-9.7419,6.1635,-7.3519,0
1.5179,-5.4028,-7.1377,-1.2679,0
-7.6065,0.922,-6.7507,-9.2616,0
-2.0666,6.4823,7.9576,-6.8077,0
7.6374,-8.3859,-3.4538,-9.0277,1
5.1099,7.5251,2.8962,8.8975,1
6.4803,-3.2645,-5.9582,9.2224,0
3.4732,-9.7389,2.0603,5.0814,1
-5.2953,7.4859,9.8441,7.8566,1
-8.3005,-1.2943,2.3118,0.1026,0
1.4687,-7.6024,-6.7666,3.7512,1
-2.0639,-5.0811,-1.6834,3.5443,1
-3.8547,6.5628,0.9771,7.4139,1
0.5586,7.2073,1.0283,4.1409,1
4.8476,-5.5482,-7.5743,-8.294,1
-7.1588,3.7121,-9.9753,-9.3784,1
-6.8626,-1.6757,3.4567,8.5932,1
-9.5136,7.4912,4.5115,-3.6983,1
-4.8794,1.4498,-5.2924,-3.3107,1
-0.7868,2.2419,2.4558,0.3844,0
5.1122,7.6401,-4.0898,-4.8651,0
-7.1358,-2.0755,0.127,3.4917,1
4.3446,0.9106,-3.3663,3.4788,0
-5.6678,3.9249,-3.8112,0.1356,0
4.6989,1.0656,0.5387,-1.3065,1
7.4734,8.7603,6.9108,-1.6248,1
8.3377,-9.5636,7.8324,3.562,1
-9.6947,-0.0367,5.3845,-6.3245,1
5.7264,0.9729,-6.9092,0.693,0
-2.9364,-1.1705,6.688,0.2973,1
-2.2376,2.349,-9.3781,-6.3583,0
7.6952,7.0542,-1.7254,-2.4798,1
-3.8365,0.4785,8.4698,5.0688,1
4.3813,1.3604,-1.515,3.247,1
8.1119,6.3236,-8.8811,0.1527,0
-0.5913,-1.3132,5.2142,-3.6035,0
-1.6272,6.441,-1.1019,2.043,0
4.0588,3.2264,2.4717,-7.973,0
9.639,5.3508,1.3383,-2.9767,0
-9.3144,-1.7383,1.4221,-4.8714,1
-5.3368,4.7446,8.0145,-2.4785,0
-5.4107,2.373,-3.9681,4.4863,1
-1.0862,6.1809,-3.5759,-1.6936,0
5.6982,-3.0119,-2.5937,1.2558,0
4.1699,-0.764,-7.1471,-1.5034,1
-5.1992,-9.5337,3.2422,-9.7637,1
6.9011,0.9119,3.7953,-4.8218,0
6.3463,5.2628,-6.6755,-2.0348,1
8.7403,1.5242,-3.0124,-2.985,0
4.9499,-0.1835,8.6022,-2.6965,0
-4.9911,-9.131,9.2863,-6.5999,1
9.1723,1.8206,3.7523,3.7438,0
-9.9013,7.6159,-6.061,8.6122,1
-4.1116,-8.7867,-0.1242,1.4318,1
2.7159,8.9695,-5.1042,3.6809,1
-3.1895,-3.5713,-9.6574,-2.573,0
0.2171,-6.6543,4.82,-1.9772,1
5.907,5.2121,2.544,-2.7206,0
-4.8353,0.5038,-7.9498,-3.9155,1
-2.3123,-9.5475,2.0293,-1.1487,1
-2.3702,-2.6147,5.5377,5.9328,0
3.5375,4.3842,-5.5198,8.4645,1
2.8848,-1.2163,-5.3969,3.6792,0
5.5955,-8.5219,-2.3311,8.586,0
0.1213,-8.2276,-7.4057,-0.292,0
-8.5781,-8.1661,2.5264,-7.1852,0
-2.7479,4.5136,-0.9588,3.7353,0
1.5702,5.4119,-8.758,-3.5119,0
6.4181,-5.7362,-9.6177,7.8679,1
-7.572,-1.9988,8.8159,-5.4932,0
6.9873,7.8981,5.1895,5.4522,1
-9.1024,7.5006,-3.5396,-0.3446,0
-8.4044,-4.2122,2.7395,4.936,1
9.3685,-3.0754,-6.5222,-7.3429,0
0.5369,-7.4189,-0.1502,-4.1443,1
-4.7587,-0.8421,-2.8876,6.6573,0
-4.2128,4.625,-8.7361,-0.2472,0
-9.5995,6.8055,4.5832,0.3901,0
-0.8613,7.5564,2.7374,4.4117,0
-9.9375,-5.9494,-5.0854,-5.1082,0
-3.4195,4.663,-7.8811,-0.6904,0
2.2434,-4.1395,1.5651,5.7133,1
-7.3497,-1.7092,-1.3161,2.5396,0
0.8055,-8.0448,-6.9627,8.8193,0
-0.7965,-2.5533,-8.133,2.4068,1
-6.5718,6.8379,3.7957,-6.6254,0
-1.5885,2.559,0.9376,0.4456,0
-4.3954,8.7186,-7.8807,5.3395,0
5.7397,-5.324,9.031,-3.9325,0
-9.5628,2.0483,0.6851,7.3955,1
-0.5694,5.786,-6.7163,-7.8439,0
5.9087,-9.3536,-3.1006,6.1122,0
8.4145,2.6693,-4.5014,-8.6284,0
-2.5443,-9.2806,1.197,9.6507,1
-7.2825,9.5403,-1.6932,4.6651,1
1.2276,3.4237,1.7632,1.0098,1
-6.7784,0.2594,-6.6389,-0.4879,0
8.9787,9.8625,-6.9058,-0.5618,1
-3.461,-9.33,-2.4572,-9.3247,0
-6.3584,-7.3577,1.6356,-0.9825,1
-5.3184,8.604,-3.817,-0.9654,1
-8.4681,8.4564,-0.4072,-6.1256,0
8.8802,3.5558,-8.0133,4.7051,1
-6.7867,5.0265,-7.1771,9.795,0
-2.9583,-1.0761,8.4967,-7.1994,1
-6.4712,-1.6064,0.1388,4.0665,1
8.3557,4.1012,2.1649,-9.3215,1
-5.7021,8.1554,-9.3666,8.4329,0
-7.0042,7.5025,-6.5597,2.8446,0
6.0928,1.7633,5.0709,-0.7081,0
-2.0927,2.7161,3.7752,-9.8264,1
3.2827,2.324,-2.7991,5.0879,0
6.5015,-0.4457,2.3143,-4.6388,0
-4.2652,0.6539,-4.6566,0.0881,1
1.581,-5.1316,0.0369,3.6947,1
2.7941,-2.2943,6.9641,2.8107,0
0.5683,-0.4512,5.5502,1.6141,1
0.2843,4.2241,3.3001,-5.1605,1
-4.5874,-8.2737,-1.4754,-5.6528,0
-5.3368,-8.3524,-1.9992,-6.1351,0
8.6681,2.378,0.8849,-3.4788,0
0.9313,5.1354,0.337,-8.8177,1
8.4162,1.042,5.3033,-5.0996,1
8.8391,0.027,-5.4482,1.0233,1
3.2481,8.6391,-3.0966,7.0561,0
-3.3892,-2.9031,2.4712,1.6548,1
-5.4539,8.7611,8.1341,-0.0364,1
-7.4001,-6.6387,2.2495,-9.9839,1
7.9845,8.4203,-6.3364,-5.7993,0
-3.9182,4.8892,4.3088,-6.6257,0
-4.0884,-9.5568,-4.645,-9.3567,1
6.272,1.8392,9.003,5.4052,1
1.7812,7.6944,-8.8691,0.1992,0
-6.631,8.4712,-6.3098,-8.082,1
4.5986,9.5251,1.3844,3.458,0
9.9646,-2.938,1.2826,7.9509,0
-1.5899,-7.938,-2.0616,6.3587,0
-8.0784,5.6464,2.2169,6.0425,0
-1.3644,5.1057,-2.6951,-1.9208,0
2.2569,-9.9695,9.2373,-3.3532,1
-4.7845,1.3855,3.6904,6.3313,0
-7.7028,3.9225,-9.2465,1.017,1
-9.8671,-8.3012,-4.5575,-7.1456,0
5.2184,5.9618,8.0451,9.9819,1
8.0504,7.1463,1.8171,1.3602,1
-1.4558,-6.9275,8.4371,0.0063,1
-0.088,-0.8685,1.9962,-9.2813,1
6.756,6.6591,-9.3469,0.0804,0
9.4088,-1.0362,9.7198,9.0221,1
-8.2296,-3.5237,0.502,-4.6993,0
-6.2205,4.1178,0.6401,-8.5506,1
1.1068,-5.5723,-3.6375,-1.9554,1
-2.4257,2.4564,-1.5976,1.7735,0
-4.1039,-9.5406,5.3977,-4.7453,1
9.4801,0.445,7.7361,5.561,0
7.1707,-6.4936,-8.318,-4.7699,0
-4.4099,-2.1538,-5.6064,-4.2699,0
-2.7689,-0.5669,9.6004,6.8086,1
-4.63,9.6304,-2.3512,-0.0109,0
-9.2056,6.3942,-7.0452,-9.3024,1
-4.7526,0.2924,4.4399,-5.164,0
-4.5471,-2.6032,1.3949,-9.3481,0
-1.6741,-6.4396,-8.8851,7.0679,1
8.207,1.15,-8.2427,-6.1082,0
9.0134,-7.8435,0.9151,0.8993,1
2.3274,6.5774,9.8075,5.8977,0
1.0353,3.1703,3.0742,7.3328,1
-1.2233,6.9336,7.2973,8.359,0
6.1359,-3.754,5.8709,6.8937,0
-4.8568,-8.9374,-9.6201,-4.1913,0
-4.6837,-3.894,-3.2324,5.6913,0
2.1484,2.0367,-2.0333,-9.4252,1
9.4397,5.4225,9.7635,5.9074,1
3.6714,-4.4931,-0.6407,9.3423,1
7.3488,0.6477,9.0511,-2.305,0
4.5281,-1.8728,-2.1133,-0.7527,1
-8.761,-4.5984,-8.563,6.843,0
-7.1698,7.8356,9.0678,-3.7388,0
-5.5644,4.4805,3.6763,6.3435,1
5.5008,-6.5904,1.5716,-6.3998,0
-3.7924,2.0529,-5.5955,-7.3086,1
-2.5619,5.9488,-9.5161,8.7766,1
-8.8398,9.1816,-2.3802,-1.7515,1
-8.2233,8.8489,-0.6811,-6.899,0
4.0793,6.2649,-5.5878,0.554,1
3.5614,-4.0633,-9.9572,-3.2783,0
8.6317,0.5767,-4.474,9.2734,0
-3.2125,-5.8235,-2.212,-1.9604,1
9.6199,-7.5673,-9.8322,-9.8949,1
6.6442,-5.5651,-1.9556,5.1563,0
8.0376,8.7623,-2.613,-4.8591,1
3.5328,5.6026,4.0643,7.2342,0
6.1245,7.4245,0.7838,-9.49,1
3.894,3.4131,-6.6437,-3.0944,0
5.3897,-7.803,-7.1107,7.7542,0
2.081,1.5918,8.0084,0.8242,0
1.7341,4.598,4.3194,-6.4271,0
-1.2476,9.6781,7.7959,3.3509,0
6.1028,5.2703,2.5444,7.4757,1
-5.8569,4.1757,-7.2177,-2.5348,0
-6.9995,2.0465,-8.6471,5.6798,0
-4.2575,-0.5117,-6.1294,5.0023,1
-7.1171,9.9486,-5.3492,-0.9497,1
-0.0619,3.1774,1.0989,-8.3558,0
-6.0664,8.3021,3.0835,1.3942,1
-4.6973,-5.4719,4.4266,-8.6343,0
2.4673,-3.305,-1.6599,-3.4337,1
3.4479,3.8046,8.9874,-5.4555,1
7.0936,-3.5715,4.5986,-1.4727,0
-7.9632,5.579,-5.4596,-0.8388,0
1.888,-3.0257,-6.7181,-2.3954,0
3.181,0.5028,-7.369,0.4445,1
0.3265,-2.922,-9.8854,8.1426,0
-1.4608,3.0255,-6.1883,-8.5414,0
-1.5344,8.1907,7.3527,-2.4216,0
-3.6867,-9.0781,-6.591,2.4996,0
5.0795,-3.0431,6.1772,5.1719,0
9.4174,6.9322,4.0582,7.3019,1
1.2741,0.9087,4.5974,3.5553,0
-9.4169,-7.9229,-1.5401,7.4895,0
7.1192,2.0137,-2.7436,-1.638,0
-4.1737,-1.7355,-8.5452,4.7345,0
-4.8536,5.6789,6.2203,7.3675,0
-1.8289,3.7664,-0.9512,3.5571,1
-1.9805,8.7806,-5.1744,1.095,1
8.6146,0.183,-6.8846,8.3939,0
-1.8271,7.1992,-9.8361,-6.7012,1
-1.1977,7.4121,2.1701,9.9793,0
-4.2979,5.1811,-6.3726,-5.7312,0
-8.1204,-8.3245,1.4799,-0.2576,1
2.801,6.0114,5.435,-7.4415,0
-8.6508,-9.0884,-4.8804,8.114,1
0.0961,-9.2811,-4.1553,-2.7903,1
5.2502,-7.4571,-8.4671,6.4215,0
8.0888,-3.8576,-9.243,4.5343,1
-7.9126,-0.0174,-1.1577,4.465,1
-7.5216,-7.5581,2.6913,-7.7112,0
-7.7811,-2.5087,-7.9594,7.8268,0
-9.3709,-8.3158,-7.1695,-2.24,0
9.5962,0.2488,0.6952,-8.7096,1
6.9147,-8.2766,4.5818,5.4909,0
-0.5755,2.4111,-7.4917,6.9676,0
8.2014,-5.3006,5.0097,1.7,0
7.8814,1.4557,3.4514,-0.0991,0
9.8674,0.7246,-6.148,6.9874,0
-4.979,3.3673,-2.3107,-4.6225,0
7.2998,2.7388,-3.0757,-5.7573,1
-9.2684,7.5565,9.1465,-7.9797,0
6.6976,4.0779,4.5186,6.5072,0
9.3827,9.0335,6.1913,-8.8313,0
7.9465,9.0728,1.0244,-2.8227,0
0.065,-7.5758,3.811,-7.3254,1
-0.9208,2.2588,1.9315,3.9149,1
-6.3647,3.9431,-4.5244,4.3767,1
9.814,-1.1067,2.4325,0.9121,1
-9.6584,7.2506,-7.0705,9.6076,1
1.6077,0.1873,7.9889,-1.4112,1
-3.6374,8.9218,-7.9976,-1.133,1
-7.3861,-7.6961,4.257,-2.1501,0
1.8329,2.5184,0.219,-9.4423,1
7.6169,-0.8711,-7.0805,0.826,0
0.4224,-0.5895,5.1904,-0.9346,0
-0.3233,-4.2807,-3.6779,9.5986,1
4.2032,-3.104,-3.5088,9.9608,1
-8.2715,3.8293,-7.9855,3.6288,0
-5.113,3.6396,7.6362,-9.1003,1
1.4948,-1.9362,-6.7077,-2.9786,1
-8.7035,7.8847,3.5124,-3.8156,1
-6.0546,-8.6211,3.393,-6.7337,1
3.6758,4.774,6.3893,-4.7223,0
-5.897,-7.5539,-7.884,0.9572,0
6.7011,3.6417,0.563,-5.011,0
-4.3343,-1.3353,-0.1272,-7.3209,0
-6.0605,9.9557,7.9303,5.5123,0
-0.7002,8.1102,5.8681,6.9623,1
6.3273,5.6931,-6.5494,-3.9517,1
-7.0661,8.4991,-5.3014,-9.6732,1
-7.9963,9.0982,-3.3996,-0.7103,0
-2.1935,8.7057,-4.4338,5.1201,0
-4.2302,-7.4501,-7.5727,-6.0644,1
-2.9919,2.2698,-7.7061,-6.0081,0
3.5274,-4.665,-4.1078,-4.5028,1
1.2045,-2.5289,-2.2369,7.2219,1
-2.1186,-1.4287,3.4603,-2.5526,1
-8.1494,4.6971,-7.9653,-6.2926,1
7.6846,-5.4738,9.0389,0.1415,1
5.7693,0.2009,-2.5429,6.3077,1
-2.4688,-9.2645,9.9314,4.032,1
9.7495,5.1726,4.492,-9.589,0
-3.9669,-1.2029,7.9437,-5.9785,1
-1.7632,2.3286,0.478,6.3698,1
6.4818,-3.8515,4.9629,0.6558,0
-0.4642,0.0201,-5.1293,-2.908,0
5.0137,4.7411,-0.9598,-9.9201,0
-2.54,3.2837,2.5633,5.4338,1
-4.3614,-9.3691,-8.6341,0.1111,0
-8.891,8.3346,-9.0266,9.5677,1
-7.0404,-7.991,-7.6758,-4.0266,1
5.1586,-2.2028,-2.8422,2.4918,0
-4.3215,-5.2872,-7.7046,-1.3329,0
-8.4947,2.6859,-8.7248,6.9626,1
-0.4939,-3.0359,-3.0805,-9.5791,0
1.9114,-9.1555,-5.4671,-2.7733,0
-9.3073,4.1683,-6.444,-2.3001,0
-9.7359,-7.9485,0.3089,-7.415,1
-7.9668,-7.8891,4.744,-4.1456,0
6.964,7.6757,-7.7299,-7.6515,0
9.6005,9.3645,-6.6033,-1.1559,1
4.5736,1.4267,-9.2216,-0.9699,0
1.1018,-7.7952,8.6381,-1.2093,0
6.2656,6.474,6.9949,0.8845,1
3.9938,-3.3632,-8.8566,4.3567,1
-7.8043,-9.7906,8.8944,7.1026,1
2.2021,9.5846,2.3546,-1.1415,0
6.14,-2.1064,5.47,8.0674,0
8.5146,-8.8565,-3.1432,-5.1982,0
-9.8543,-9.8421,-1.895,-2.4553,0
-8.6625,9.2205,-8.3496,-5.3076,0
-4.0067,4.9272,-5.4446,5.831,0
-9.8462,0.007,1.9015,8.8691,0
0.4573,3.7394,-5.5413,5.9858,1
7.4905,-2.2239,-1.3155,-6.1571,1
-3.9906,-9.4409,4.3173,-7.2347,1
-2.9656,-8.9405,9.901,0.7288,0
-7.4794,2.1425,-7.0525,-0.9986,1
-0.489,-6.3408,9.1161,4.0131,1
5.8171,-4.9213,4.6994,8.0512,0
-7.8527,-4.3997,-6.5222,-9.0935,0
5.1997,-7.5109,-7.9768,-8.9909,1
6.3422,4.452,1.7477,1.7909,1
-9.1921,-9.5297,4.1449,7.9892,0
-8.7461,-4.2007,-3.8644,7.8606,0
-0.306,3.0354,-6.3696,8.3671,0
7.1215,-5.6677,-1.0281,-6.4795,0
-4.4895,5.4323,6.8639,-2.7644,1
-9.8177,-6.3757,-0.5587,5.3154,0
-6.3021,3.4499,-2.7019,0.9377,0
3.4912,1.9026,4.2718,0.7093,0
2.7911,0.0477,5.5375,9.7813,1
4.4421,9.7423,8.3659,-7.2565,1
-0.9034,7.3195,2.2909,-0.664,1
6.9568,-6.2946,-2.3661,-6.2667,0
5.6076,5.7873,5.7451,-5.5326,1
0.6392,6.9847,-1.613,1.075,0
1.0153,-3.2374,-1.3001,-1.5296,1
7.843,8.8971,-7.9409,9.4922,1
-0.8999,-4.0279,-4.2927,5.9975,1
9.9583,-4.4754,6.4273,-5.6314,0
-1.1101,3.2445,-3.807,-7.033,0
-0.9675,5.7972,-6.8886,-7.2545,1
-5.2524,-7.5599,-7.6288,4.8672,0
-6.3025,-4.2803,-4.847,0.2872,1
2.3072,9.5467,6.0113,1.0743,1
7.0361,-1.5694,-7.9135,-4.208,1
-7.8266,-1.5817,-4.3081,5.7545,0
-6.5677,-1.3794,7.9019,-6.9152,1
8.8551,1.6579,-2.4653,-9.5009,1
8.9897,5.931,-0.2528,0.1116,0
-5.7328,5.2802,9.4876,-7.3485,0
5.205,-2.1286,-8.9002,-7.7609,0
-3.7474,3.3752,2.8025,5.5699,0
7.9502,-0.7247,3.338,-5.6991,0
-0.3141,3.4302,6.9187,-0.6726,1
-6.6936,7.6765,-2.0089,5.5023,0
-8.7207,0.9328,9.9579,-2.3969,1
5.7396,-3.2548,-1.4083,4.4589,0
0.6613,8.3945,-5.5392,-1.3972,1
2.1964,-3.3888,3.2593,-8.8551,1
-5.4211,-3.1566,-0.2642,-1.5898,0
0.2111,-1.1533,1.9732,-0.619,0
6.994,-6.3651,-6.6955,5.5472,1
-2.6794,-7.4931,3.8556,-6.5902,0
9.1973,0.2233,-5.2707,-4.7564,0
-7.0005,-2.2013,-1.3713,-6.7226,1
-7.3188,-5.6049,2.8358,-6.2681,0
2.4818,-0.215,-8.3981,-6.106,1
-5.6669,-8.4809,7.0057,-4.6967,0
7.8821,9.5639,4.2879,-0.1988,0
3.3796,-4.5313,-0.2617,-6.4139,0
9.5409,6.2764,-6.1553,-2.0094,1
8.2129,-8.688,-9.6443,-9.81,1
-7.5209,-8.6841,1.5205,-1.5929,0
1.2162,9.9954,-2.6972,4.2697,0
-0.1757,-4.1425,1.7211,-2.7553,1
0.6241,-9.2406,4.0161,2.5651,1
5.8581,1.0911,3.6919,8.338,0
8.5881,8.1692,5.9901,-4.7585,0
1.2204,-7.7259,1.5936,-2.136,1
-4.4204,0.3599,-7.8717,3.2632,0
3.3084,7.0068,-7.6561,9.1146,1
-9.6554,-5.3145,-3.4003,-9.5759,0
5.3007,-8.4643,-2.285,-6.4212,1
-5.4292,-6.7871,-6.8086,1.7403,1
3.4518,-0.6409,2.9664,2.2299,1
8.2431,-1.1153,9.3712,-8.5178,1
1.7804,-8.6375,-2.6246,-4.2672,1
7.7953,4.2579,9.3134,8.9979,1
6.8414,-5.0281,-6.7147,-3.3629,1
2.1947,-3.8905,-8.6859,3.6033,0
-5.2079,6.057,7.2473,-8.1438,1
0.982,-9.5541,0.5161,9.0089,1
-3.9127,-9.9108,0.1372,-9.3898,0
-6.5366,3.8051,-9.9223,2.5153,1
0.0246,-2.4833,-0.0866,6.9984,1
-8.5744,-1.1713,6.6721,-9.3769,1
4.4548,9.1334,-4.5604,-5.8926,0
-3.8027,-7.1942,-6.6375,-5.694,0
9.11,4.4194,5.7874,2.3706,1
-4.6286,7.3677,-7.2307,5.6954,1
-3.2381,-9.996,1.171,4.3681,0
-3.6686,3.7669,7.4071,-5.2271,1
-0.8663,1.7856,-9.7873,4.3024,1
0.9574,5.7382,-8.006,6.9451,0
9.271,0.0957,3.6518,1.2975,0
-7.5818,-8.6347,1.2698,-4.8428,1
9.9139,0.6046,-7.0199,-5.1607,0
-4.3553,-2.1222,2.0076,6.798,0
-4.2908,-6.1669,-8.6244,-2.7428,1
-2.1067,-5.3857,-8.4673,-4.9317,0
2.3278,-9.2125,0.1156,-4.3225,1
-7.4395,4.9605,-0.1336,7.9961,1
3.6004,-8.3984,1.7935,-9.1726,1
-5.8705,6.6634,-9.6669,6.8931,0
-9.5813,6.6297,-2.972,-3.8154,1
2.8982,-6.6341,-3.9688,6.6628,1
-4.1798,7.9627,3.2656,5.3042,0
3.9979,9.1331,-9.8644,4.5766,1
8.0057,-3.4689,-9.2394,6.1578,0
9.1947,6.3815,1.9549,2.684,0
6.6691,6.633,3.654,5.1329,1
-8.191,0.2563,-8.3436,5.1878,1
1.7573,-1.7792,-2.3366,0.0361,0
0.9856,-9.8262,-5.7875,0.6552,1
-5.1082,-8.5788,-9.6481,7.8505,1
5.4805,8.9112,8.9189,1.0491,1
-0.7019,9.5241,5.4884,1.1198,0
-2.4063,7.0004,9.746,8.594,1
4.6912,6.5333,8.3195,9.97,0
2.9791,8.1464,-9.5105,-6.6626,1
9.6118,8.5702,-9.6951,8.1698,0
-1.1896,-0.2882,-7.5538,7.8638,0
-5.2651,-8.3355,7.11,7.0082,0
-4.8126,4.3086,3.0682,-0.5033,1
7.0527,-9.2881,1.1094,1.2391,0
-0.5269,4.5524,7.2578,-3.2296,1
1.4527,-5.4577,-1.2033,-4.5567,1
-6.2554,8.5588,0.7879,3.4566,0
-5.9144,5.5764,9.7695,8.7533,0
7.6895,0.2311,-3.7196,1.8441,0
-3.7105,-5.8673,8.7348,5.9282,0
-9.6966,2.0967,7.0732,3.4474,0
-9.1354,-6.5223,3.4455,-0.6505,0
0.7832,-0.7332,5.2371,-1.775,1
-7.3626,7.065,5.4607,2.25,1
-8.5483,4.0632,6.1434,-0.2921,0
-4.7301,6.6425,-9.2977,-4.5056,0
1.1326,8.3006,1.8106,-7.6442,0
8.7299,-5.9918,6.2606,-0.8791,0
6.5085,-9.9592,-7.7774,1.2045,0
5.9027,0.8121,-5.9668,3.4284,1
-9.6283,1.4405,-7.0896,-3.4352,1
